,answers_count,best_answer,full_question,link,summary,tags,title,views,vote_count
50,0,"
Your form would have to be constructed based on some variables passed to it from your POST (or blindly check for attributes). The form itself is constructed every time the view is reloaded, errors or not, so the HTML needs to contain information about how many fields there are to construct the correct amount of fields for validation.
I'd look at this problem the way FormSets work: there is a hidden field that contains the number of forms active, and each form name is prepended with the form index. 
In fact, you could make a one field FormSet
https://docs.djangoproject.com/en/dev/topics/forms/formsets/#formsets
If you don't want to use a FormSet you can always create this behavior yourself.
Here's one made from scratch - it should give you some ideas. It also answers your questions about passing arguments to __init__ - you just pass arguments to an objects constructor: MyForm('arg1', 'arg2', kwarg1='keyword arg')
Forms
class MyForm(forms.Form):
    original_field = forms.CharField()
    extra_field_count = forms.CharField(widget=forms.HiddenInput())

    def __init__(self, *args, **kwargs):
        extra_fields = kwargs.pop('extra', 0)

        super(MyForm, self).__init__(*args, **kwargs)
        self.fields['extra_field_count'].initial = extra_fields

        for index in range(int(extra_fields)):
            # generate extra fields in the number specified via extra_fields
            self.fields['extra_field_{index}'.format(index=index)] = \
                forms.CharField()

View
def myview(request):
    if request.method == 'POST':
        form = MyForm(request.POST, extra=request.POST.get('extra_field_count'))
        if form.is_valid():
            print ""valid!""
    else:
        form = MyForm()
    return render(request, ""template"", { 'form': form })

HTML
<form>
    <div id=""forms"">
        {{ form.as_p }}
    </div>
    <button id=""add-another"">add another</button>
    <input type=""submit"" />
</form>

JS
<script>
let form_count = Number($(""[name=extra_field_count]"").val());
// get extra form count so we know what index to use for the next item.

$(""#add-another"").click(function() {
    form_count ++;

    let element = $('<input type=""text""/>');
    element.attr('name', 'extra_field_' + form_count);
    $(""#forms"").append(element);
    // build element and append it to our forms container

    $(""[name=extra_field_count]"").val(form_count);
    // increment form count so our view knows to populate 
    // that many fields for validation
})
</script>

","
I have 3 fields in my form.
I have a submit button and a button to ""Add additional Field"".
I understand I can add fields using __init__ method in the form class.
I am new to Python and Django and am stuck with a beginner question; my question is:
When I click the ""Add additional field""  button, what is the process to add the additional field?  
Does the form have to be rendered again?
How and when do I call __init__ or do I even have to call it?
How do I pass arguments to __init__?
",https://stackoverflow.com/questions/6142025/dynamically-add-field-to-a-form,"
            I have 3 fields in my form.
I have a submit button and a button to ""Add additional Field"".
I understand I can add fields using __init__ method in the form class.

I am new to Python and Django and am ...
        ","['python', 'django', 'django-forms']",dynamically add field to a form,72997,64
51,6,"
I also had to write this code as a custom template tag recently. To handle all look-up scenarios, it first does a standard attribute look-up, then tries to do a dictionary look-up, then tries a getitem lookup (for lists to work), then follows standard Django template behavior when an object is not found.
(updated 2009-08-26 to now handle list index lookups as well)
# app/templatetags/getattribute.py

import re
from django import template
from django.conf import settings

numeric_test = re.compile(""^\d+$"")
register = template.Library()

def getattribute(value, arg):
    """"""Gets an attribute of an object dynamically from a string name""""""

    if hasattr(value, str(arg)):
        return getattr(value, arg)
    elif hasattr(value, 'has_key') and value.has_key(arg):
        return value[arg]
    elif numeric_test.match(str(arg)) and len(value) > int(arg):
        return value[int(arg)]
    else:
        return settings.TEMPLATE_STRING_IF_INVALID

register.filter('getattribute', getattribute)

Template usage:
{% load getattribute %}
{{ object|getattribute:dynamic_string_var }}


","
Python's getattr() method is useful when you don't know the name of a certain attribute in advance.
This functionality would also come in handy in templates, but I've never figured out a way to do it. Is there a built-in tag or non-built-in tag that can perform dynamic attribute lookups? 
",https://stackoverflow.com/questions/844746/performing-a-getattr-style-lookup-in-a-django-template,"
            Python's getattr() method is useful when you don't know the name of a certain attribute in advance.

This functionality would also come in handy in templates, but I've never figured out a way to do it....
        ","['python', 'django', 'django-templates']",Performing a getattr() style lookup in a django template,21120,45
52,15,"
This solution works for django versions before 1.7
Here's a solution I wrote to do just what you're talking about on some of my own projects:
def expire_view_cache(view_name, args=[], namespace=None, key_prefix=None):
    """"""
    This function allows you to invalidate any view-level cache. 
        view_name: view function you wish to invalidate or it's named url pattern
        args: any arguments passed to the view function
        namepace: optioal, if an application namespace is needed
        key prefix: for the @cache_page decorator for the function (if any)
    """"""
    from django.core.urlresolvers import reverse
    from django.http import HttpRequest
    from django.utils.cache import get_cache_key
    from django.core.cache import cache
    # create a fake request object
    request = HttpRequest()
    # Loookup the request path:
    if namespace:
        view_name = namespace + "":"" + view_name
    request.path = reverse(view_name, args=args)
    # get cache key, expire if the cached item exists:
    key = get_cache_key(request, key_prefix=key_prefix)
    if key:
        if cache.get(key):
            # Delete the cache entry.  
            #
            # Note that there is a possible race condition here, as another 
            # process / thread may have refreshed the cache between
            # the call to cache.get() above, and the cache.set(key, None) 
            # below.  This may lead to unexpected performance problems under 
            # severe load.
            cache.set(key, None, 0)
        return True
    return False

Django keys these caches of the view request, so what this does is creates a fake request object for the cached view, uses that to fetch the cache key, then expires it. 
To use it in the way you're talking about, try something like:
from django.db.models.signals import post_save
from blog.models import Entry

def invalidate_blog_index(sender, **kwargs):
    expire_view_cache(""blog"")

post_save.connect(invalidate_portfolio_index, sender=Entry)

So basically, when ever a blog Entry object is saved, invalidate_blog_index is called and the cached view is expired. NB: haven't tested this extensively, but it's worked fine for me so far. 
","
The @cache_page decorator is awesome. But for my blog I would like to keep a page in cache until someone comments on a post. This sounds like a great idea as people rarely comment so keeping the pages in memcached while nobody comments would be great. I'm thinking that someone must have had this problem before? And this is different than caching per url.
So a solution I'm thinking of is:
@cache_page( 60 * 15, ""blog"" );
def blog( request ) ...

And then I'd keep a list of all cache keys used for the blog view and then have way of expire the ""blog"" cache space. But I'm not super experienced with Django so I'm wondering if someone knows a better way of doing this?
",https://stackoverflow.com/questions/2268417/expire-a-view-cache-in-django,"
            The @cache_page decorator is awesome. But for my blog I would like to keep a page in cache until someone comments on a post. This sounds like a great idea as people rarely comment so keeping the pages ...
        ","['python', 'django', 'caching']",Expire a view-cache in Django?,19488,50
53,4,"
Your understanding is mostly correct. You use select_related when the object that you're going to be selecting is a single object, so OneToOneField or a ForeignKey. You use prefetch_related when you're going to get a ""set"" of things, so ManyToManyFields as you stated or reverse ForeignKeys. Just to clarify what I mean by ""reverse ForeignKeys"" here's an example:
class ModelA(models.Model):
    pass

class ModelB(models.Model):
    a = ForeignKey(ModelA)

ModelB.objects.select_related('a').all() # Forward ForeignKey relationship
ModelA.objects.prefetch_related('modelb_set').all() # Reverse ForeignKey relationship

The difference is that select_related does an SQL join and therefore gets the results back as part of the table from the SQL server. prefetch_related on the other hand executes another query and therefore reduces the redundant columns in the original object (ModelA in the above example). You may use prefetch_related for anything that you can use select_related for.
The tradeoffs are that prefetch_related has to create and send a list of IDs to select back to the server, this can take a while. I'm not sure if there's a nice way of doing this in a transaction, but my understanding is that Django always just sends a list and says SELECT ... WHERE pk IN (...,...,...) basically. In this case if the prefetched data is sparse (let's say U.S. State objects linked to people's addresses) this can be very good, however if it's closer to one-to-one, this can waste a lot of communications. If in doubt, try both and see which performs better.
Everything discussed above is basically about the communications with the database. On the Python side however prefetch_related has the extra benefit that a single object is used to represent each object in the database. With select_related duplicate objects will be created in Python for each ""parent"" object. Since objects in Python have a decent bit of memory overhead this can also be a consideration.
","
In Django doc,

select_related() ""follows"" foreign-key relationships, selecting additional related-object data when it executes its query.
prefetch_related() does a separate lookup for each relationship, and does the ""joining"" in Python.

What does it mean by ""doing the joining in python""? Can someone illustrate with an example?
My understanding is that for foreign key relationship, use select_related; and for M2M relationship, use prefetch_related. Is this correct?
",https://stackoverflow.com/questions/31237042/whats-the-difference-between-select-related-and-prefetch-related-in-django-orm,"
            In Django doc,

select_related() ""follows"" foreign-key relationships, selecting additional related-object data when it executes its query.
prefetch_related() does a separate lookup for each ...
        ","['python', 'django', 'django-models', 'django-orm']",What's the difference between select_related and prefetch_related in Django ORM?,133590,297
54,2,"
I've found one way to achieve what I want, by using proxy models to get around the fact that each model may be registered only once.
class PostAdmin(admin.ModelAdmin):
    list_display = ('title', 'pubdate','user')

class MyPost(Post):
    class Meta:
        proxy = True

class MyPostAdmin(PostAdmin):
    def get_queryset(self, request):
        return self.model.objects.filter(user = request.user)


admin.site.register(Post, PostAdmin)
admin.site.register(MyPost, MyPostAdmin)

Then the default PostAdmin would be accessible at /admin/myapp/post and the list of posts owned by the user would be at /admin/myapp/myposts.
After looking at http://code.djangoproject.com/wiki/DynamicModels, I've come up with the following function utility function to do the same thing:
def create_modeladmin(modeladmin, model, name = None):
    class  Meta:
        proxy = True
        app_label = model._meta.app_label

    attrs = {'__module__': '', 'Meta': Meta}

    newmodel = type(name, (model,), attrs)

    admin.site.register(newmodel, modeladmin)
    return modeladmin

This can be used as follows:
class MyPostAdmin(PostAdmin):
    def get_queryset(self, request):
        return self.model.objects.filter(user = request.user)

create_modeladmin(MyPostAdmin, name='my-posts', model=Post)

","
How can I create more than one ModelAdmin for the same model, each customised differently and linked to different URLs?
Let's say I have a Django model called Posts. By default, the admin view of this model will list all Post objects.
I know I can customise the list of objects displayed on the page in various ways by setting variables like list_display or overriding the queryset method in my ModelAdmin like so:
class MyPostAdmin(admin.ModelAdmin):
    list_display = ('title', 'pub_date')

    def queryset(self, request):
        request_user = request.user
        return Post.objects.filter(author=request_user)

admin.site.register(MyPostAdmin, Post)

By default, this would be accessible at the URL /admin/myapp/post. However I would like to have multiple views/ModelAdmins of the same model. e.g /admin/myapp/post would list all post objects, and /admin/myapp/myposts would list all posts belonging to the user, and /admin/myapp/draftpost might list all posts that have not yet been published. (these are just examples, my actual use-case is more complex)
You cannot register more than one ModelAdmin for the same model (this results in an AlreadyRegistered exception). Ideally I'd like to achieve this without putting everything into a single ModelAdmin class and writing my own 'urls' function to return a different queryset depending on the URL.
I've had a look at the Django source and I see functions like ModelAdmin.changelist_view that could be somehow included in my urls.py, but I'm not sure exactly how that would work.
Update: I've found one way of doing what I want (see below), but I'd still like to hear other ways of doing this.
",https://stackoverflow.com/questions/2223375/multiple-modeladmins-views-for-same-model-in-django-admin,"
            How can I create more than one ModelAdmin for the same model, each customised differently and linked to different URLs?

Let's say I have a Django model called Posts. By default, the admin view of ...
        ","['python', 'django', 'django-admin']",Multiple ModelAdmins/views for same model in Django admin,34301,149
55,3,"
You can find these settings in the Django documentation. Here are my own definitions and quotations from the documentation:

MEDIA_ROOT is the folder where files uploaded using FileField will go.

Absolute filesystem path to the directory that will hold user-uploaded files.

STATIC_ROOT is the folder where static files will be stored after using manage.py collectstatic

The absolute path to the directory where collectstatic will collect static files for deployment.
If the staticfiles contrib app is enabled (default) the collectstatic management command will collect static files into this directory. See the howto on managing static files for more details about usage.

STATICFILES_DIRS is the list of folders where Django will search for additional static files aside from the static folder of each app installed.

This setting defines the additional locations the staticfiles app will traverse if the FileSystemFinder finder is enabled, e.g. if you use the collectstatic or findstatic management command or use the static file serving view.


In your settings, you should have:
MEDIA_ROOT = os.path.join(BASE_DIR, ""media/"")
STATIC_ROOT = os.path.join(BASE_DIR, ""static/"")

# Make a tuple of strings instead of a string
STATICFILES_DIRS = (""/home/user/project/django1/top/listing/static"", )

...where:
BASE_DIR = os.path.dirname(os.path.dirname(os.path.abspath(__file__)))

as defined in the default Django settings.py now.
","
What are the differences of these three static url? 
I am not sure if I am right, I am using the MEDIA_ROOT to store my uploaded photos (via models.ImageField()) 
However, I created a JS script to my admin and in admin.py. I defined the media as below:
....
class Media:
      js = ('/admin/custom.js', )

and my settings.py:
 ....
 STATIC_ROOT = ""/home/user/project/django1/top/listing/static""

and I added the custom.js to STATIC_ROOT/admin/custom.js, but it is not working. Throwing 404 not found error. 
And then I change the STATIC_ROOT to STATICFILES_DIRS, and it works!!
....
STATICFILES_DIRS = ""/home/user/project/django1/top/listing/static""

So, I am not understand what is going on here. In fact, I just don't understand what is the difference between STATIC_ROOT and STATICFILES_DIRS. 
Currently I am testing Django in my machine via virtualenv, not deployed yet, is it the reason STATIC_ROOT not working?? 
",https://stackoverflow.com/questions/24022558/differences-between-staticfiles-dir-static-root-and-media-root,"
            What are the differences of these three static url? 

I am not sure if I am right, I am using the MEDIA_ROOT to store my uploaded photos (via models.ImageField()) 

However, I created a JS script to ...
        ","['python', 'django', 'django-staticfiles', 'django-static']","Differences between STATICFILES_DIR, STATIC_ROOT and MEDIA_ROOT",37881,68
56,8,"
Thanks to gpilotino for giving me the push into the right direction for implementing this.
I noticed the question's code is using a datetime to figure out when its live . So I used the DateFieldFilterSpec and subclassed it.
from django.db import models
from django.contrib.admin.filterspecs import FilterSpec, ChoicesFilterSpec,DateFieldFilterSpec
from django.utils.encoding import smart_unicode
from django.utils.translation import ugettext as _
from datetime import datetime

class IsLiveFilterSpec(DateFieldFilterSpec):
    """"""
    Adds filtering by future and previous values in the admin
    filter sidebar. Set the is_live_filter filter in the model field attribute
    'is_live_filter'.    my_model_field.is_live_filter = True
    """"""

    def __init__(self, f, request, params, model, model_admin):
        super(IsLiveFilterSpec, self).__init__(f, request, params, model,
                                               model_admin)
        today = datetime.now()
        self.links = (
            (_('Any'), {}),
            (_('Yes'), {'%s__lte' % self.field.name: str(today),
                       }),
            (_('No'), {'%s__gte' % self.field.name: str(today),
                    }),

        )


    def title(self):
        return ""Is Live""

# registering the filter
FilterSpec.filter_specs.insert(0, (lambda f: getattr(f, 'is_live_filter', False),
                               IsLiveFilterSpec))

To use you can put the above code into a filters.py, and import it in the model you want to add the filter to 
","
How can I add a custom filter to django admin (the filters that appear on the right side of a model dashboard)?  I know its easy to include a filter based on a field of that model, but what about a ""calculated"" field like this:
class NewsItem(models.Model):
    headline = models.CharField(max_length=4096, blank=False)
    byline_1 = models.CharField(max_length=4096, blank=True)
    dateline = models.DateTimeField(help_text=_(""date/time that appears on article""))
    body_copy = models.TextField(blank=False)

    when_to_publish = models.DateTimeField(verbose_name=""When to publish"",  blank=True, null=True)

    # HOW CAN I HAVE ""is_live"" as part of the admin filter?  It's a calculated state!!
    def is_live(self):
        if self.when_to_publish is not None:
            if ( self.when_to_publish < datetime.now() ):
                return """""" <img alt=""True"" src=""/media/img/admin/icon-yes.gif""/> """"""
        else:
            return """""" <img alt=""False"" src=""/media/img/admin/icon-no.gif""/> """"""      

    is_live.allow_tags = True


class NewsItemAdmin(admin.ModelAdmin):
    form = NewsItemAdminForm
    list_display = ('headline', 'id', 'is_live')
    list_filter = ('is_live')  #  how can i make this work??

",https://stackoverflow.com/questions/991926/custom-filter-in-django-admin-on-django-1-3-or-below,"
            How can I add a custom filter to django admin (the filters that appear on the right side of a model dashboard)?  I know its easy to include a filter based on a field of that model, but what about a ""...
        ","['python', 'django', 'django-admin']",Custom Filter in Django Admin on Django 1.3 or below,46369,73
57,1,"
While django is primarily for web apps it has a powerful and easy to use ORM that can be used for CLI apps as well. To use django script as a standalone script without a webserver, all you need to do is to add the following to the top of the file.
import os, sys
if __name__ == '__main__':
    # Setup environ
    sys.path.append(os.getcwd())
    os.environ.setdefault(""DJANGO_SETTINGS_MODULE"", ""main.settings"")

    # Setup django
    import django
    django.setup()

    # now you can import your ORM models 

","
Is there any sense in using Django framework for developing Command Line Interface tool? In my case there won't be any graphical interface. What benefits can I get using it? Or maybe you know any other useful frameworks for CLI? I'd like to put an accent on making HTTP requests with REST API.
UPDATE: Thanks guys! I would like rather to use REST API than create it in my tool.
",https://stackoverflow.com/questions/32088702/using-django-for-cli-tool,"
            Is there any sense in using Django framework for developing Command Line Interface tool? In my case there won't be any graphical interface. What benefits can I get using it? Or maybe you know any ...
        ","['python', 'django', 'frameworks', 'command-line-interface']",Using django for CLI tool,4724,8
58,4,"
Python's argument expansion may be used to solve this problem:
kwargs = {
    '{0}__{1}'.format('name', 'startswith'): 'A',
    '{0}__{1}'.format('name', 'endswith'): 'Z'
}

Person.objects.filter(**kwargs)

This is a very common and useful Python idiom.
","
Given a class:
from django.db import models

class Person(models.Model):
    name = models.CharField(max_length=20)

Is it possible, and if so how, to have a QuerySet that filters based on dynamic arguments?  For example:
 # Instead of:
 Person.objects.filter(name__startswith='B')
 # ... and:
 Person.objects.filter(name__endswith='B')

 # ... is there some way, given:
 filter_by = '{0}__{1}'.format('name', 'startswith')
 filter_value = 'B'

 # ... that you can run the equivalent of this?
 Person.objects.filter(filter_by=filter_value)
 # ... which will throw an exception, since `filter_by` is not
 # an attribute of `Person`.

",https://stackoverflow.com/questions/310732/in-django-how-does-one-filter-a-queryset-with-dynamic-field-lookups,"
            Given a class:

from django.db import models

class Person(models.Model):
    name = models.CharField(max_length=20)
Is it possible, and if so how, to have a QuerySet that filters based on dynamic ...
        ","['python', 'django', 'django-models']","In Django, how does one filter a QuerySet with dynamic field lookups?",57366,161
59,13,"
You could chain your queries as follows:
values = [1,2,3]

# Turn list of values into list of Q objects
queries = [Q(pk=value) for value in values]

# Take one Q object from the list
query = queries.pop()

# Or the Q object with the ones remaining in the list
for item in queries:
    query |= item

# Query the model
Article.objects.filter(query)

","
From an example you can see a multiple OR query filter:
Article.objects.filter(Q(pk=1) | Q(pk=2) | Q(pk=3))

For example, this results in:
[<Article: Hello>, <Article: Goodbye>, <Article: Hello and goodbye>]

However, I want to create this query filter from a list. How to do that?
e.g. [1, 2, 3] -> Article.objects.filter(Q(pk=1) | Q(pk=2) | Q(pk=3))
",https://stackoverflow.com/questions/852414/how-to-dynamically-compose-an-or-query-filter-in-django,"
            From an example you can see a multiple OR query filter:

Article.objects.filter(Q(pk=1) | Q(pk=2) | Q(pk=3))
For example, this results in:

[<Article: Hello>, <Article: Goodbye>, <...
        ","['python', 'django', 'django-q']",How to dynamically compose an OR query filter in Django?,42169,103
60,0,"
You want to use the csv module that is part of the python language and you should use Django's  get_or_create method

 with open(path) as f:
        reader = csv.reader(f)
        for row in reader:
            _, created = Teacher.objects.get_or_create(
                first_name=row[0],
                last_name=row[1],
                middle_name=row[2],
                )
            # creates a tuple of the new object or
            # current object and a boolean of if it was created

In  my example the model teacher has three attributes first_name, last_name and middle_name.
Django documentation of get_or_create method
","
I have some CSV data and I want to import into django models using the example CSV data:
1;""02-01-101101"";""Worm Gear HRF 50"";""Ratio 1 : 10"";""input shaft, output shaft, direction A, color dark green"";
2;""02-01-101102"";""Worm Gear HRF 50"";""Ratio 1 : 20"";""input shaft, output shaft, direction A, color dark green"";
3;""02-01-101103"";""Worm Gear HRF 50"";""Ratio 1 : 30"";""input shaft, output shaft, direction A, color dark green"";
4;""02-01-101104"";""Worm Gear HRF 50"";""Ratio 1 : 40"";""input shaft, output shaft, direction A, color dark green"";
5;""02-01-101105"";""Worm Gear HRF 50"";""Ratio 1 : 50"";""input shaft, output shaft, direction A, color dark green"";

I have some django models named Product. In Product there are some fields like name, description and price. I want something like this:
product=Product()
product.name = ""Worm Gear HRF 70(02-01-101116)""
product.description = ""input shaft, output shaft, direction A, color dark green""
product.price = 100

",https://stackoverflow.com/questions/2459979/how-to-import-csv-data-into-django-models,"
            I have some CSV data and I want to import into django models using the example CSV data:

1;""02-01-101101"";""Worm Gear HRF 50"";""Ratio 1 : 10"";""input shaft, output shaft, direction A, color dark green"";
...
        ","['python', 'django', 'csv', 'django-models', 'export']",how to import csv data into django models,120018,71
61,15,"
You should be able to do it with urlparse (docs: python2, python3):
from urllib.parse import urlparse
# from urlparse import urlparse  # Python 2
parsed_uri = urlparse('http://stackoverflow.com/questions/1234567/blah-blah-blah-blah' )
result = '{uri.scheme}://{uri.netloc}/'.format(uri=parsed_uri)
print(result)

# gives
'http://stackoverflow.com/'

","
In my Django app, I need to get the host name from the referrer in request.META.get('HTTP_REFERER') along with its protocol so that from URLs like:

https://docs.google.com/spreadsheet/ccc?key=blah-blah-blah-blah#gid=1
https://stackoverflow.com/questions/1234567/blah-blah-blah-blah
http://www.example.com
https://www.other-domain.com/whatever/blah/blah/?v1=0&v2=blah+blah ...

I should get:

https://docs.google.com/
https://stackoverflow.com/
http://www.example.com
https://www.other-domain.com/

I looked over other related questions and found about urlparse, but that didn't do the trick since
>>> urlparse(request.META.get('HTTP_REFERER')).hostname
'docs.google.com'

",https://stackoverflow.com/questions/9626535/get-protocol-host-name-from-url,"
            In my Django app, I need to get the host name from the referrer in request.META.get('HTTP_REFERER') along with its protocol so that from URLs like:
https://docs.google.com/spreadsheet/ccc?key=blah-...
        ","['python', 'django']",Get protocol + host name from URL,158544,162
62,17,"
This is what postgres does when a query produces an error and you try to run another query without first rolling back the transaction.  (You might think of it as a safety feature, to keep you from corrupting your data.)
To fix this, you'll want to figure out where in the code that bad query is being executed.  It might be helpful to use the log_statement and log_min_error_statement options in your postgresql server.
","
I got a lot of errors with the message :
""DatabaseError: current transaction is aborted, commands ignored until end of transaction block""

after changed from python-psycopg to python-psycopg2 as Django project's database engine.
The code remains the same, just don't know where those errors are from.
",https://stackoverflow.com/questions/2979369/databaseerror-current-transaction-is-aborted-commands-ignored-until-end-of-tra,"
            I got a lot of errors with the message :

""DatabaseError: current transaction is aborted, commands ignored until end of transaction block""
after changed from python-psycopg to python-psycopg2 as ...
        ","['python', 'django', 'postgresql', 'psycopg2']","DatabaseError: current transaction is aborted, commands ignored until end of transaction block?",207006,255
63,11,"
The answer by Ber - storing it in threadlocals - is a very bad idea. There's absolutely no reason to do it this way.
A much better way is to override the form's __init__ method to take an extra keyword argument, request. This stores the request in the form, where it's required, and from where you can access it in your clean method.
class MyForm(forms.Form):

    def __init__(self, *args, **kwargs):
        self.request = kwargs.pop('request', None)
        super(MyForm, self).__init__(*args, **kwargs)


    def clean(self):
        ... access the request object via self.request ...

and in your view:
myform = MyForm(request.POST, request=request)

","
I am trying to request.user for a form's clean method, but how can I access the request object? Can I modify the clean method to allow variables input?
",https://stackoverflow.com/questions/1057252/how-do-i-access-the-request-object-or-any-other-variable-in-a-forms-clean-met,"
            I am trying to request.user for a form's clean method, but how can I access the request object? Can I modify the clean method to allow variables input?
        ","['python', 'django']",How do I access the request object or any other variable in a form's clean() method?,62350,98
64,5,"
That exception means that you are trying to unpack a tuple, but the tuple has too many values with respect to the number of target variables. For example: this work, and prints 1, then 2, then 3
def returnATupleWithThreeValues():
    return (1,2,3)
a,b,c = returnATupleWithThreeValues()
print a
print b
print c

But this raises your error
def returnATupleWithThreeValues():
    return (1,2,3)
a,b = returnATupleWithThreeValues()
print a
print b

raises
Traceback (most recent call last):
  File ""c.py"", line 3, in ?
    a,b = returnATupleWithThreeValues()
ValueError: too many values to unpack

Now, the reason why this happens in your case, I don't know, but maybe this answer will point you in the right direction.
","
I'm working on a project in Django and I've just started trying to extend the User model in order to make user profiles. 
Unfortunately, I've run into a problem: Every time I try to get the user's profile inside of a template (user.get_template.lastIP, for example), I get the following error:

Environment:

Request Method: GET
Request URL: http://localhost:8000/
Django Version: 1.1
Python Version: 2.6.1

Template error:
In template /path/to/base.tpl, error at line 19
   Caught an exception while rendering: too many values to unpack

19 :                Hello, {{user.username}} ({{ user.get_profile.rep}}). How's it goin? Logout


Exception Type: TemplateSyntaxError at /
Exception Value: Caught an exception while rendering: too many values to unpack


Any ideas as to what's going on or what I'm doing wrong?
",https://stackoverflow.com/questions/1479776/too-many-values-to-unpack-exception,"
            I'm working on a project in Django and I've just started trying to extend the User model in order to make user profiles. 

Unfortunately, I've run into a problem: Every time I try to get the user's ...
        ","['python', 'django']",“Too many values to unpack” Exception,366717,116
65,9,"
You should be able to do this by using the python in your virtual environment:
/home/my/virtual/bin/python /home/my/project/manage.py command arg

EDIT: If your django project isn't in the PYTHONPATH, then you'll need to switch to the right directory:
cd /home/my/project && /home/my/virtual/bin/python ...

You can also try to log the failure from cron:
cd /home/my/project && /home/my/virtual/bin/python /home/my/project/manage.py > /tmp/cronlog.txt 2>&1

Another thing to try is to make the same change in your manage.py script at the very top:
#!/home/my/virtual/bin/python

","
I am trying to run a Django management command from cron. I am using virtualenv to keep my project sandboxed.
I have seen examples here and elsewhere that show running management commands from within virtualenv's like:
0 3 * * * source /home/user/project/env/bin/activate && /home/user/project/manage.py command arg

However, even though syslog shows an entry when the task should have started, this task never actually runs (the log file for the script is empty). If I run the line manually from the shell, it works as expected. 
The only way I can currently get the command to run via cron, is to break the commands up and put them in a dumb bash wrapper script:
#!/bin/sh
source /home/user/project/env/bin/activate
cd /home/user/project/
./manage.py command arg

EDIT:
ars came up with a working combination of commands:
0 3 * * * cd /home/user/project && /home/user/project/env/bin/python /home/user/project/manage.py command arg

At least in my case, invoking the activate script for the virtualenv did nothing. This works, so on with the show.
",https://stackoverflow.com/questions/3287038/cron-and-virtualenv,"
            I am trying to run a Django management command from cron. I am using virtualenv to keep my project sandboxed.

I have seen examples here and elsewhere that show running management commands from within ...
        ","['python', 'django', 'cron', 'virtualenv']",Cron and virtualenv,100501,231
66,9,"
You do not need to make an extra view for this, the functionality is already built in.
First each page with a login link needs to know the current path, and the easiest way is to add the request context preprosessor to settings.py (the 4 first are default), then the request object will be available in each request:
settings.py:
TEMPLATE_CONTEXT_PROCESSORS = (
    ""django.core.context_processors.auth"",
    ""django.core.context_processors.debug"",
    ""django.core.context_processors.i18n"",
    ""django.core.context_processors.media"",
    ""django.core.context_processors.request"",
)

Then add in the template you want the Login link:
base.html:
<a href=""{% url django.contrib.auth.views.login %}?next={{request.path}}"">Login</a>

This will add a GET argument to the login page that points back to the current page.
The login template can then be as simple as this:
registration/login.html:
{% block content %}
<form method=""post"" action="""">
  {{form.as_p}}
<input type=""submit"" value=""Login"">
</form>
{% endblock %}

","
I'm trying to build a simple website with login functionality very similar to the one here on SO.
The user should be able to browse the site as an anonymous user and there will be a login link on every page. When clicking on the login link the user will be taken to the login form. After a successful login the user should be taken back to the page from where he clicked the login link in the first place.
I'm guessing that I have to somehow pass the url of the current page to the view that handles the login form but I can't really get it to work.
EDIT:
I figured it out. I linked to the login form by passing the current page as a GET parameter and then used 'next' to redirect to that page. Thanks!
EDIT 2:
My explanation did not seem to be clear so as requested here is my code:
Lets say we are on a page foo.html and we are not logged in. Now we would like to have a link on foo.html that links to login.html. There we can login and are then redirected back to foo.html.
The link on foo.html looks like this:
      <a href='/login/?next={{ request.path }}'>Login</a> 

Now I wrote a custom login view that looks somewhat like this:
def login_view(request):
   redirect_to = request.REQUEST.get('next', '')
   if request.method=='POST':
      #create login form...
      if valid login credentials have been entered:
         return HttpResponseRedirect(redirect_to)  
   #...
   return render_to_response('login.html', locals())

And the important line in login.html:
<form method=""post"" action=""./?next={{ redirect_to }}"">

So yeah thats pretty much it, hope that makes it clear.
",https://stackoverflow.com/questions/806835/django-redirect-to-previous-page-after-login,"
            I'm trying to build a simple website with login functionality very similar to the one here on SO.
The user should be able to browse the site as an anonymous user and there will be a login link on ...
        ","['python', 'django']",Django: Redirect to previous page after login,100272,175
67,14,"
Using order_by('?') will kill the db server on the second day in production. A better way is something like what is described in Getting a random row from a relational database.
from django.db.models.aggregates import Count
from random import randint

class PaintingManager(models.Manager):
    def random(self):
        count = self.aggregate(count=Count('id'))['count']
        random_index = randint(0, count - 1)
        return self.all()[random_index]

","
I have a model that represents paintings I present on my site. On the main webpage I'd like to show some of them: newest, one that was not visited for most time, most popular one and a random one. 
I'm using Django 1.0.2.
While first 3 of them are easy to pull using django models, last one (random) causes me some trouble. I can ofc code it in my view, to something like this:
number_of_records = models.Painting.objects.count()
random_index = int(random.random()*number_of_records)+1
random_paint = models.Painting.get(pk = random_index)

It doesn't look like something I'd like to have in my view tho - this is entirely part of database abstraction and should be in the model. Also, here I need to take care of removed records (then number of all records won't cover me all the possible key values) and probably lots of other things.
Any other options how I can do it, preferably somehow inside the model abstraction?
",https://stackoverflow.com/questions/962619/how-to-pull-a-random-record-using-djangos-orm,"
            I have a model that represents paintings I present on my site. On the main webpage I'd like to show some of them: newest, one that was not visited for most time, most popular one and a random one. 

I'...
        ","['python', 'django', 'django-models']",How to pull a random record using Django's ORM?,81818,177
